tree_id,block_id,spc_latin,spc_common,address1,address2,address3,address4,nta_name,latitude,longitude,x_sp,y_sp
242382,111807,Styphnolobium japonicum,Sophora,150,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.76645797,-73.97782938,990391.3604,218518.8386
21241,105164,Pyrus calleryana,Callery pear,200,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.76692958,-73.97948015,989934.048,218690.5518
21240,105164,Ulmus americana,American elm,210,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.76710155,-73.97989136,989820.128,218753.179
21239,105164,Ulmus americana,American elm,210,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.76715512,-73.98001947,989784.6372,218772.6901
380211,111806,Ginkgo biloba,ginkgo,220,CENTRAL,PARK,SOUTH,Lincoln Square,40.76743033,-73.9801339,989752.9165,218872.9508
21238,105164,Syringa reticulata,Japanese tree lilac,222,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.76734587,-73.9804756,989658.2733,218842.1582
21235,105164,Ginkgo biloba,ginkgo,230,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.76750368,-73.98085297,989553.7295,218899.6305
21236,105164,Ginkgo biloba,ginkgo,230,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.76745421,-73.98073466,989586.5034,218881.6131
21237,105164,Syringa reticulata,Japanese tree lilac,230,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.76739733,-73.98059865,989624.1848,218860.898
21234,105164,Ginkgo biloba,ginkgo,240,CENTRAL,PARK,SOUTH,Midtown-Midtown South,40.7676275,-73.98114904,989471.7071,218944.7219
380108,111805,Quercus palustris,pin oak,1,CENTRAL,PARK,WEST,Lincoln Square,40.76880766,-73.98120451,989456.2488,219374.6912
187061,106107,Gleditsia triacanthos var. inermis,honeylocust,25,CENTRAL,PARK,WEST,Lincoln Square,40.77005069,-73.98079175,989570.4834,219827.5922
187060,106107,Gleditsia triacanthos var. inermis,honeylocust,25,CENTRAL,PARK,WEST,Lincoln Square,40.77010513,-73.98092335,989534.0268,219847.4209
187062,106107,Gleditsia triacanthos var. inermis,honeylocust,25,CENTRAL,PARK,WEST,Lincoln Square,40.77001828,-73.98071342,989592.1816,219815.7904
380105,111805,Quercus palustris,pin oak,25,CENTRAL,PARK,WEST,Lincoln Square,40.77005742,-73.98029782,989707.2968,219830.0755
380103,111805,Quercus palustris,pin oak,25,CENTRAL,PARK,WEST,Lincoln Square,40.77028814,-73.98013042,989753.6442,219914.1462
380104,111805,Quercus palustris,pin oak,25,CENTRAL,PARK,WEST,Lincoln Square,40.77017278,-73.98021412,989730.4707,219872.1108
380106,111805,Quercus palustris,pin oak,25,CENTRAL,PARK,WEST,Lincoln Square,40.76993869,-73.98038395,989683.4475,219786.8138
380100,111805,Quercus palustris,pin oak,41,CENTRAL,PARK,WEST,Lincoln Square,40.77126728,-73.97942003,989950.3308,220270.922
380101,111805,Quercus palustris,pin oak,41,CENTRAL,PARK,WEST,Lincoln Square,40.77113894,-73.97951315,989924.55,220224.158
380099,111805,Quercus palustris,pin oak,41,CENTRAL,PARK,WEST,Lincoln Square,40.771386,-73.97933389,989974.1801,220314.1834
236449,106149,Quercus palustris,pin oak,50,CENTRAL,PARK,WEST,Lincoln Square,40.77185153,-73.97950039,989928.0224,220483.7809
380098,111805,Quercus palustris,pin oak,50,CENTRAL,PARK,WEST,Lincoln Square,40.77150857,-73.97924496,989998.8021,220358.8464
380097,111805,Quercus palustris,pin oak,50,CENTRAL,PARK,WEST,Lincoln Square,40.77162874,-73.97915777,990022.9415,220402.6334
53792,106148,Quercus palustris,pin oak,50,CENTRAL,PARK,WEST,Lincoln Square,40.77168615,-73.97939503,989957.2202,220423.5339
303921,111804,Quercus palustris,pin oak,51,CENTRAL,PARK,WEST,Lincoln Square,40.77185548,-73.9789917,990068.9204,220485.254
303922,111804,Quercus palustris,pin oak,51,CENTRAL,PARK,WEST,Lincoln Square,40.77198131,-73.97890006,990094.2908,220531.1026
293930,106131,Ginkgo biloba,ginkgo,55,CENTRAL,PARK,WEST,Lincoln Square,40.77248062,-73.97907532,990045.7039,220713.0051
303923,111804,Quercus palustris,pin oak,55,CENTRAL,PARK,WEST,Lincoln Square,40.77209657,-73.97881612,990117.5309,220573.1019
236220,106143,Pyrus calleryana,Callery pear,65,CENTRAL,PARK,WEST,Lincoln Square,40.77261669,-73.97871508,990145.4728,220762.6054
236221,106143,Pyrus calleryana,Callery pear,65,CENTRAL,PARK,WEST,Lincoln Square,40.77275687,-73.97861431,990173.3707,220813.6834
325239,111803,Quercus palustris,pin oak,65,CENTRAL,PARK,WEST,Lincoln Square,40.77270548,-73.97837445,990239.8118,220794.9778
325238,111803,Quercus palustris,pin oak,65,CENTRAL,PARK,WEST,Lincoln Square,40.77252762,-73.97850495,990203.6823,220730.1682
236412,106144,Gleditsia triacanthos var. inermis,honeylocust,70,CENTRAL,PARK,WEST,Lincoln Square,40.77308286,-73.9785483,990191.6249,220932.4575
236222,106143,Tilia cordata,littleleaf linden,70,CENTRAL,PARK,WEST,Lincoln Square,40.77289656,-73.97851389,990201.1725,220864.5859
236223,106143,Tilia cordata,littleleaf linden,70,CENTRAL,PARK,WEST,Lincoln Square,40.77294522,-73.97847891,990210.8555,220882.3139
325240,111803,Quercus palustris,pin oak,70,CENTRAL,PARK,WEST,Lincoln Square,40.77280903,-73.97829847,990260.8469,220832.7109
141038,111802,Quercus palustris,pin oak,75,CENTRAL,PARK,WEST,Lincoln Square,40.77331037,-73.97792677,990363.7519,221015.391
141037,111802,Quercus palustris,pin oak,75,CENTRAL,PARK,WEST,Lincoln Square,40.77319005,-73.97801434,990339.5101,220971.5466
141036,111802,Quercus palustris,pin oak,75,CENTRAL,PARK,WEST,Lincoln Square,40.77308269,-73.97809246,990317.8816,220932.4279
141041,111802,Quercus palustris,pin oak,80,CENTRAL,PARK,WEST,Lincoln Square,40.7737679,-73.97759383,990455.9279,221182.1062
141040,111802,Quercus palustris,pin oak,80,CENTRAL,PARK,WEST,Lincoln Square,40.77364877,-73.97768052,990431.9282,221138.6988
141042,111802,Quercus palustris,pin oak,80,CENTRAL,PARK,WEST,Lincoln Square,40.77388294,-73.97751011,990479.105,221224.0254
45989,106178,Quercus bicolor,swamp white oak,80,CENTRAL,PARK,WEST,Lincoln Square,40.77392122,-73.97776286,990409.0956,221237.9536
45963,106179,Styphnolobium japonicum,Sophora,88,CENTRAL,PARK,WEST,Lincoln Square,40.7743023,-73.97755919,990465.4718,221376.8083
45988,106178,Pyrus calleryana,Callery pear,88,CENTRAL,PARK,WEST,Lincoln Square,40.77406336,-73.97765857,990437.9683,221289.7501
45987,106178,Ginkgo biloba,ginkgo,88,CENTRAL,PARK,WEST,Lincoln Square,40.77413096,-73.97760897,990451.6985,221314.3819
141045,111802,Quercus palustris,pin oak,88,CENTRAL,PARK,WEST,Lincoln Square,40.77424391,-73.97724742,990551.8296,221355.5593
141043,111802,Quercus palustris,pin oak,88,CENTRAL,PARK,WEST,Lincoln Square,40.77400446,-73.97742167,990503.5885,221268.3075
141044,111802,Quercus palustris,pin oak,88,CENTRAL,PARK,WEST,Lincoln Square,40.77412719,-73.97733236,990528.3139,221313.0272
141046,111802,Quercus palustris,pin oak,91,CENTRAL,PARK,WEST,Lincoln Square,40.77436208,-73.97716142,990575.636,221398.6163
122003,106202,Quercus palustris,pin oak,91,CENTRAL,PARK,WEST,Lincoln Square,40.77450356,-73.9773337,990527.9057,221450.152
122002,106202,Quercus palustris,pin oak,91,CENTRAL,PARK,WEST,Lincoln Square,40.77459176,-73.97726894,990545.8348,221482.289
141049,111802,Quercus palustris,pin oak,99,CENTRAL,PARK,WEST,Lincoln Square,40.77471224,-73.97690659,990646.1834,221526.2119
141051,111802,Quercus palustris,pin oak,99,CENTRAL,PARK,WEST,Lincoln Square,40.77483881,-73.97681448,990671.683,221572.3322
141048,111802,Quercus palustris,pin oak,99,CENTRAL,PARK,WEST,Lincoln Square,40.77458832,-73.97699678,990621.2159,221481.0548
141050,111802,Quercus palustris,pin oak,99,CENTRAL,PARK,WEST,Lincoln Square,40.77472244,-73.97685997,990659.0938,221529.9294
141054,111802,Quercus palustris,pin oak,101,CENTRAL,PARK,WEST,Lincoln Square,40.77521035,-73.97654409,990746.5369,221707.7167
141052,111802,Quercus palustris,pin oak,102,CENTRAL,PARK,WEST,Lincoln Square,40.77496994,-73.97671905,990698.1019,221620.1149
141053,111802,Quercus palustris,pin oak,102,CENTRAL,PARK,WEST,Lincoln Square,40.77508595,-73.97663463,990721.4726,221662.3845
141055,111802,Quercus palustris,pin oak,109,CENTRAL,PARK,WEST,Lincoln Square,40.77532539,-73.97646037,990769.7137,221749.6359
141056,111802,Quercus palustris,pin oak,110,CENTRAL,PARK,WEST,Lincoln Square,40.77545028,-73.97636948,990794.8747,221795.1437
141058,111802,Quercus palustris,pin oak,115,CENTRAL,PARK,WEST,Lincoln Square,40.77579588,-73.97611796,990864.5028,221921.0765
141059,111802,Quercus palustris,pin oak,115,CENTRAL,PARK,WEST,Lincoln Square,40.77593086,-73.97601973,990891.696,221970.2595
141057,111802,Quercus palustris,pin oak,115,CENTRAL,PARK,WEST,Lincoln Square,40.77568661,-73.97619749,990842.4868,221881.2577
107709,111801,Quercus palustris,pin oak,135,CENTRAL,PARK,WEST,Upper West Side,40.77702485,-73.97521843,991113.5141,222368.8988
107708,111801,Quercus palustris,pin oak,135,CENTRAL,PARK,WEST,Upper West Side,40.77714193,-73.97513285,991137.206,222411.5618
107710,111801,Quercus palustris,pin oak,135,CENTRAL,PARK,WEST,Upper West Side,40.77689913,-73.97531033,991088.0746,222323.0885
107707,111801,Quercus palustris,pin oak,135,CENTRAL,PARK,WEST,Upper West Side,40.77727676,-73.97503428,991164.4908,222460.6942
107704,111801,Quercus palustris,pin oak,145,CENTRAL,PARK,WEST,Upper West Side,40.77766135,-73.97475314,991242.3151,222600.835
107705,111801,Quercus palustris,pin oak,145,CENTRAL,PARK,WEST,Upper West Side,40.7775078,-73.97486539,991211.2436,222544.8834
107702,111801,Quercus palustris,pin oak,146,CENTRAL,PARK,WEST,Upper West Side,40.77799531,-73.974509,991309.8953,222722.5293
107703,111801,Quercus palustris,pin oak,146,CENTRAL,PARK,WEST,Upper West Side,40.77787487,-73.97459705,991285.5236,222678.6423
107700,111801,Quercus palustris,pin oak,151,CENTRAL,PARK,WEST,Upper West Side,40.77824387,-73.9743273,991360.1921,222813.1007
107699,111801,Quercus palustris,pin oak,151,CENTRAL,PARK,WEST,Upper West Side,40.77835951,-73.97424276,991383.593,222855.2391
107701,111801,Quercus palustris,pin oak,151,CENTRAL,PARK,WEST,Upper West Side,40.77812631,-73.97441324,991336.4031,222770.2632
107697,111801,Quercus palustris,pin oak,160,CENTRAL,PARK,WEST,Upper West Side,40.77869923,-73.97399441,991452.3386,222979.0318
107698,111801,Quercus palustris,pin oak,160,CENTRAL,PARK,WEST,Upper West Side,40.77856632,-73.97409158,991425.4423,222930.5988
107693,111801,Quercus palustris,pin oak,170,CENTRAL,PARK,WEST,Upper West Side,40.77930766,-73.97354962,991575.4594,223200.7393
107695,111801,Quercus palustris,pin oak,170,CENTRAL,PARK,WEST,Upper West Side,40.77908885,-73.97370958,991531.1823,223121.0085
107694,111801,Quercus palustris,pin oak,170,CENTRAL,PARK,WEST,Upper West Side,40.77920929,-73.97362153,991555.5539,223164.8956
107696,111801,Quercus palustris,pin oak,170,CENTRAL,PARK,WEST,Upper West Side,40.7789617,-73.97380253,991505.4514,223074.6737
107676,111800,Quercus palustris,pin oak,180,CENTRAL,PARK,WEST,Upper West Side,40.78030631,-73.97282508,991776.0066,223564.6418
107674,111800,Quercus palustris,pin oak,180,CENTRAL,PARK,WEST,Upper West Side,40.7804797,-73.97269886,991810.9435,223627.8264
107675,111800,Quercus palustris,pin oak,180,CENTRAL,PARK,WEST,Upper West Side,40.78039901,-73.9727576,991794.685,223598.4216
107677,111800,Quercus palustris,pin oak,180,CENTRAL,PARK,WEST,Upper West Side,40.78017422,-73.97292123,991749.3931,223516.5097
107673,111800,Quercus palustris,pin oak,180,CENTRAL,PARK,WEST,Upper West Side,40.78080872,-73.97245936,991877.2357,223747.7192
107678,111800,Quercus palustris,pin oak,180,CENTRAL,PARK,WEST,Upper West Side,40.78002772,-73.97302787,991719.8758,223463.1266
221990,106405,Platanus x acerifolia,London planetree,200,CENTRAL,PARK,WEST,Upper West Side,40.78157047,-73.97218422,991953.3458,224025.2771
221989,106405,Platanus x acerifolia,London planetree,200,CENTRAL,PARK,WEST,Upper West Side,40.78147435,-73.97225401,991934.0299,223990.2506
221988,106405,Tilia cordata,littleleaf linden,200,CENTRAL,PARK,WEST,Upper West Side,40.78138063,-73.97232205,991915.1966,223956.0991
107670,111800,Quercus palustris,pin oak,200,CENTRAL,PARK,WEST,Upper West Side,40.78139086,-73.97203558,991994.5301,223959.8507
107672,111800,Quercus palustris,pin oak,200,CENTRAL,PARK,WEST,Upper West Side,40.78102582,-73.97230132,991920.9794,223826.8309
107671,111800,Quercus palustris,pin oak,200,CENTRAL,PARK,WEST,Upper West Side,40.78127078,-73.972123,991970.3356,223916.0942
239864,106410,Ulmus americana,American elm,211,CENTRAL,PARK,WEST,Upper West Side,40.78256077,-73.97146296,992152.974,224386.1399
239866,106410,Ulmus americana,American elm,211,CENTRAL,PARK,WEST,Upper West Side,40.78225874,-73.9716846,992091.63,224276.0814
239865,106410,Ulmus americana,American elm,211,CENTRAL,PARK,WEST,Upper West Side,40.78235223,-73.971616,992110.6175,224310.1469
119271,111799,Quercus palustris,pin oak,211,CENTRAL,PARK,WEST,Upper West Side,40.78208815,-73.97152674,992135.3668,224213.944
119270,111799,Quercus palustris,pin oak,211,CENTRAL,PARK,WEST,Upper West Side,40.78231137,-73.97136383,992180.4559,224295.2821
119269,111799,Quercus palustris,pin oak,211,CENTRAL,PARK,WEST,Upper West Side,40.78246977,-73.97124822,992212.4549,224353.0064
119266,111799,Quercus palustris,pin oak,221,CENTRAL,PARK,WEST,Upper West Side,40.78285787,-73.97096496,992290.8523,224494.4303
119267,111799,Quercus palustris,pin oak,221,CENTRAL,PARK,WEST,Upper West Side,40.78273691,-73.97105325,992266.4167,224450.3504
119264,111799,Quercus palustris,pin oak,225,CENTRAL,PARK,WEST,Upper West Side,40.78310029,-73.97078804,992339.8201,224582.7658
119263,111799,Ulmus americana,American elm,225,CENTRAL,PARK,WEST,Upper West Side,40.78309244,-73.97075454,992349.0986,224579.9092
119265,111799,Ulmus americana,American elm,225,CENTRAL,PARK,WEST,Upper West Side,40.78296859,-73.97084493,992324.081,224534.7793
207579,106427,Pyrus calleryana,Callery pear,227,CENTRAL,PARK,WEST,Upper West Side,40.78339728,-73.97104134,992269.6375,224690.9486
119262,111799,Quercus palustris,pin oak,227,CENTRAL,PARK,WEST,Upper West Side,40.78321213,-73.97070641,992362.4132,224623.5223
119260,111799,Quercus palustris,pin oak,230,CENTRAL,PARK,WEST,Upper West Side,40.78346751,-73.97052002,992413.9991,224716.5808
119261,111799,Quercus palustris,pin oak,230,CENTRAL,PARK,WEST,Upper West Side,40.7833211,-73.97062688,992384.4243,224663.2299
119259,111799,Quercus palustris,pin oak,234,CENTRAL,PARK,WEST,Upper West Side,40.78358799,-73.97043208,992438.3379,224760.4862
119258,111799,Quercus palustris,pin oak,234,CENTRAL,PARK,WEST,Upper West Side,40.7836792,-73.97036551,992456.7611,224793.7211
119257,111799,Quercus palustris,pin oak,235,CENTRAL,PARK,WEST,Upper West Side,40.78376944,-73.97029964,992474.9911,224826.6065
207535,106446,Ginkgo biloba,ginkgo,239,CENTRAL,PARK,WEST,Upper West Side,40.78402898,-73.97056979,992400.1471,224921.1401
207537,106446,Fraxinus pennsylvanica,green ash,239,CENTRAL,PARK,WEST,Upper West Side,40.78411082,-73.97076361,992346.4635,224950.9399
207536,106446,Fraxinus pennsylvanica,green ash,239,CENTRAL,PARK,WEST,Upper West Side,40.78406897,-73.97066449,992373.9171,224935.7004
207538,106446,Ginkgo biloba,ginkgo,239,CENTRAL,PARK,WEST,Upper West Side,40.78415134,-73.97085957,992319.8841,224965.6945
207533,106469,Gleditsia triacanthos var. inermis,honeylocust,239,CENTRAL,PARK,WEST,Upper West Side,40.7841664,-73.97063126,992383.1087,224971.2023
119254,111799,Quercus palustris,pin oak,241,CENTRAL,PARK,WEST,Upper West Side,40.78422402,-73.96996785,992566.818,224992.2571
207534,106469,Koelreuteria paniculata,golden raintree,242,CENTRAL,PARK,WEST,Upper West Side,40.78413247,-73.97055031,992405.5296,224958.847
119256,111799,Quercus palustris,pin oak,242,CENTRAL,PARK,WEST,Upper West Side,40.78393841,-73.97017632,992509.1229,224888.1786
119255,111799,Quercus palustris,pin oak,244,CENTRAL,PARK,WEST,Upper West Side,40.78410882,-73.97005194,992543.5461,224950.2759
119253,111799,Quercus palustris,pin oak,247,CENTRAL,PARK,WEST,Upper West Side,40.78434403,-73.96988026,992591.0594,225035.9873
119252,111799,Quercus palustris,pin oak,249,CENTRAL,PARK,WEST,Upper West Side,40.78445203,-73.96980143,992612.877,225075.3448
119251,111798,Quercus palustris,pin oak,251,CENTRAL,PARK,WEST,Upper West Side,40.78466207,-73.9696482,992655.285,225151.8834
119250,111798,Quercus palustris,pin oak,252,CENTRAL,PARK,WEST,Upper West Side,40.78478611,-73.96955826,992680.1754,225197.0834
119249,111798,Quercus palustris,pin oak,255,CENTRAL,PARK,WEST,Upper West Side,40.78492697,-73.96945612,992708.4421,225248.415
119248,111798,Quercus palustris,pin oak,257,CENTRAL,PARK,WEST,Upper West Side,40.78506014,-73.96935956,992735.1658,225296.9438
111316,111797,Quercus palustris,pin oak,262,CENTRAL,PARK,WEST,Upper West Side,40.78556653,-73.96899239,992836.7797,225481.4726
111318,111797,Quercus palustris,pin oak,262,CENTRAL,PARK,WEST,Upper West Side,40.78582573,-73.96880317,992889.1454,225575.9278
111315,111797,Quercus palustris,pin oak,262,CENTRAL,PARK,WEST,Upper West Side,40.78552765,-73.96902077,992828.9251,225467.304
111317,111797,Quercus palustris,pin oak,262,CENTRAL,PARK,WEST,Upper West Side,40.78570093,-73.96889428,992863.9326,225530.4496
111321,111797,Quercus palustris,pin oak,271,CENTRAL,PARK,WEST,Upper West Side,40.78617134,-73.96855088,992958.9665,225701.8682
111320,111797,Quercus palustris,pin oak,271,CENTRAL,PARK,WEST,Upper West Side,40.78606334,-73.96862972,992937.1473,225662.512
111319,111797,Quercus palustris,pin oak,271,CENTRAL,PARK,WEST,Upper West Side,40.78595533,-73.96870856,992915.3285,225623.1554
111322,111797,Quercus palustris,pin oak,275,CENTRAL,PARK,WEST,Upper West Side,40.78647614,-73.96832837,993020.5448,225812.9411
111324,111797,Quercus palustris,pin oak,279,CENTRAL,PARK,WEST,Upper West Side,40.78664733,-73.96816416,993065.9942,225875.3282
111323,111797,Quercus palustris,pin oak,279,CENTRAL,PARK,WEST,Upper West Side,40.78657118,-73.96825899,993039.7455,225847.5746
111325,111797,Quercus palustris,pin oak,279,CENTRAL,PARK,WEST,Upper West Side,40.7867291,-73.9681437,993071.65,225905.1224
111326,111797,Quercus palustris,pin oak,285,CENTRAL,PARK,WEST,Upper West Side,40.78685582,-73.96805119,993097.251,225951.3008
111327,111797,Quercus palustris,pin oak,285,CENTRAL,PARK,WEST,Upper West Side,40.78697583,-73.96796359,993121.4944,225995.03
111328,111797,Quercus palustris,pin oak,285,CENTRAL,PARK,WEST,Upper West Side,40.78709343,-73.96787773,993145.2529,226037.8849
111329,111797,Quercus palustris,pin oak,291,CENTRAL,PARK,WEST,Upper West Side,40.78721679,-73.96778767,993170.1751,226082.8386
111330,111797,Quercus palustris,pin oak,291,CENTRAL,PARK,WEST,Upper West Side,40.78733679,-73.96770007,993194.4185,226126.5681
158002,106570,Gleditsia triacanthos var. inermis,honeylocust,291,CENTRAL,PARK,WEST,Upper West Side,40.78733788,-73.96807171,993091.5036,226126.9277
111331,111797,Quercus palustris,pin oak,292,CENTRAL,PARK,WEST,Upper West Side,40.78745583,-73.96761316,993218.4679,226169.9473
111332,111797,Ulmus americana,American elm,293,CENTRAL,PARK,WEST,Upper West Side,40.78751326,-73.967532,993240.9348,226190.8794
111333,111797,Ulmus americana,American elm,295,CENTRAL,PARK,WEST,Upper West Side,40.78756222,-73.96749626,993250.8258,226208.7209
111566,111789,Quercus palustris,pin oak,300,CENTRAL,PARK,WEST,Upper West Side,40.78807162,-73.9671646,993342.5999,226394.3468
111568,111789,Quercus palustris,pin oak,300,CENTRAL,PARK,WEST,Upper West Side,40.78831249,-73.96698847,993391.34,226482.1222
111567,111789,Quercus palustris,pin oak,300,CENTRAL,PARK,WEST,Upper West Side,40.78819253,-73.96707618,993367.0674,226438.4094
111570,111789,Quercus palustris,pin oak,315,CENTRAL,PARK,WEST,Upper West Side,40.78857207,-73.96679865,993443.8668,226576.7172
111569,111789,Quercus palustris,pin oak,315,CENTRAL,PARK,WEST,Upper West Side,40.78840346,-73.96688269,993420.6175,226515.2783
111571,111789,Quercus palustris,pin oak,315,CENTRAL,PARK,WEST,Upper West Side,40.78867715,-73.96672181,993465.1302,226615.0094
167622,106606,Gleditsia triacanthos var. inermis,honeylocust,315,CENTRAL,PARK,WEST,Upper West Side,40.78861638,-73.96722531,993325.7141,226592.8172
167639,106588,Styphnolobium japonicum,Sophora,315,CENTRAL,PARK,WEST,Upper West Side,40.78850364,-73.96721723,993327.9658,226551.7431
111572,111789,Quercus palustris,pin oak,320,CENTRAL,PARK,WEST,Upper West Side,40.78879471,-73.96663585,993488.9175,226657.8482
111573,111789,Quercus palustris,pin oak,320,CENTRAL,PARK,WEST,Upper West Side,40.78892234,-73.96654252,993514.7443,226704.3586
111574,111789,Ulmus americana,American elm,320,CENTRAL,PARK,WEST,Upper West Side,40.78899748,-73.96644832,993540.8174,226731.7447
164176,106608,Gleditsia triacanthos var. inermis,honeylocust,322,CENTRAL,PARK,WEST,Upper West Side,40.7891607,-73.96682775,993435.7274,226791.1715
164124,106622,Styphnolobium japonicum,Sophora,322,CENTRAL,PARK,WEST,Upper West Side,40.78924824,-73.96678048,993448.8051,226823.0717
111575,111789,Quercus palustris,pin oak,325,CENTRAL,PARK,WEST,Upper West Side,40.7891872,-73.96634884,993568.339,226800.8768
111580,111789,Quercus palustris,pin oak,325,CENTRAL,PARK,WEST,Upper West Side,40.78960109,-73.96600693,993662.9592,226951.7085
111577,111789,Quercus palustris,pin oak,325,CENTRAL,PARK,WEST,Upper West Side,40.78942807,-73.9661727,993617.079,226888.6526
111579,111789,Quercus palustris,pin oak,325,CENTRAL,PARK,WEST,Upper West Side,40.78956098,-73.96607551,993643.9733,226937.0865
111576,111789,Quercus palustris,pin oak,325,CENTRAL,PARK,WEST,Upper West Side,40.78930955,-73.96625937,993593.0974,226845.464
111578,111789,Ulmus americana,American elm,325,CENTRAL,PARK,WEST,Upper West Side,40.7894821,-73.96609394,993638.8802,226908.3451
164420,106624,Gleditsia triacanthos var. inermis,honeylocust,327,CENTRAL,PARK,WEST,Upper West Side,40.78978785,-73.96637247,993561.7104,227019.711
161178,106674,Ginkgo biloba,ginkgo,327,CENTRAL,PARK,WEST,Upper West Side,40.78986202,-73.96630023,993581.7034,227046.7425
111585,111789,Ulmus americana,American elm,333,CENTRAL,PARK,WEST,Upper West Side,40.78996527,-73.96574061,993736.6519,227084.4209
111582,111789,Quercus palustris,pin oak,333,CENTRAL,PARK,WEST,Upper West Side,40.78981384,-73.9658906,993695.1409,227029.2333
111584,111789,Quercus palustris,pin oak,333,CENTRAL,PARK,WEST,Upper West Side,40.78993715,-73.96580042,993720.0939,227074.1702
111583,111789,Quercus palustris,pin oak,333,CENTRAL,PARK,WEST,Upper West Side,40.7898458,-73.96582798,993712.4761,227040.8829
111581,111789,Ulmus americana,American elm,333,CENTRAL,PARK,WEST,Upper West Side,40.78972296,-73.9659178,993687.6205,226996.1205
157321,106672,Acer,maple,336,CENTRAL,PARK,WEST,Upper West Side,40.79041031,-73.9659055,993690.9306,227246.5469
111587,111789,Quercus palustris,pin oak,336,CENTRAL,PARK,WEST,Upper West Side,40.79017946,-73.96562323,993769.125,227162.4703
111586,111789,Ulmus americana,American elm,336,CENTRAL,PARK,WEST,Upper West Side,40.79008667,-73.96565184,993761.2162,227128.6583
111588,111789,Quercus palustris,pin oak,341,CENTRAL,PARK,WEST,Upper West Side,40.79039951,-73.96542307,993824.5202,227242.6617
111590,111789,Ulmus americana,American elm,341,CENTRAL,PARK,WEST,Upper West Side,40.79052762,-73.96532938,993850.4437,227289.347
111589,111789,Quercus palustris,pin oak,341,CENTRAL,PARK,WEST,Upper West Side,40.79050075,-73.96534903,993845.0064,227279.5553
111591,111789,Quercus palustris,pin oak,342,CENTRAL,PARK,WEST,Upper West Side,40.79063529,-73.96528989,993861.3623,227328.5798
111592,111789,Quercus palustris,pin oak,350,CENTRAL,PARK,WEST,Upper West Side,40.79075524,-73.96520217,993885.6356,227372.2924
111594,111789,Quercus palustris,pin oak,350,CENTRAL,PARK,WEST,Upper West Side,40.79087376,-73.9651155,993909.6175,227415.4809
111593,111789,Ulmus americana,American elm,350,CENTRAL,PARK,WEST,Upper West Side,40.79078403,-73.96518112,993891.461,227382.7835
111595,111789,Quercus palustris,pin oak,353,CENTRAL,PARK,WEST,Upper West Side,40.79101674,-73.96501094,993938.5505,227467.5865
111596,111789,Quercus palustris,pin oak,354,CENTRAL,PARK,WEST,Upper West Side,40.79115013,-73.96491339,993965.5422,227516.1956
111597,111789,Quercus palustris,pin oak,355,CENTRAL,PARK,WEST,Upper West Side,40.79126049,-73.96483269,993987.8732,227556.4114
111598,111789,Ulmus americana,American elm,355,CENTRAL,PARK,WEST,Upper West Side,40.79125885,-73.96479463,993998.4119,227555.8209
111599,111789,Quercus palustris,pin oak,360,CENTRAL,PARK,WEST,Upper West Side,40.79136844,-73.96475374,994009.719,227595.7529
111600,111789,Quercus palustris,pin oak,360,CENTRAL,PARK,WEST,Upper West Side,40.79137497,-73.96470971,994021.9083,227598.1351
111601,111789,Quercus palustris,pin oak,360,CENTRAL,PARK,WEST,Upper West Side,40.79147976,-73.96467233,994032.2445,227636.3187
111603,111789,Ulmus americana,American elm,360,CENTRAL,PARK,WEST,Upper West Side,40.79156515,-73.96457063,994060.3924,227667.4407
111347,111788,Ulmus americana,American elm,361,CENTRAL,PARK,WEST,Upper West Side,40.79167443,-73.96449035,994082.6066,227707.2635
111348,111788,Ulmus americana,American elm,361,CENTRAL,PARK,WEST,Upper West Side,40.79177394,-73.96441668,994102.9911,227743.5272
111349,111788,Quercus palustris,pin oak,361,CENTRAL,PARK,WEST,Upper West Side,40.7918561,-73.96439522,994108.9196,227773.4622
111350,111788,Quercus palustris,pin oak,370,CENTRAL,PARK,WEST,Upper West Side,40.79196661,-73.96431341,994131.558,227813.7354
111351,111788,Quercus palustris,pin oak,370,CENTRAL,PARK,WEST,Upper West Side,40.79207521,-73.96423301,994153.8043,227853.3117
111352,111788,Ulmus americana,American elm,370,CENTRAL,PARK,WEST,Upper West Side,40.7921385,-73.96414679,994177.6675,227876.3776
2564,111787,Quercus palustris,pin oak,372,CENTRAL,PARK,WEST,Upper West Side,40.79303244,-73.9635406,994345.3837,228202.1404
2565,111787,Quercus palustris,pin oak,372,CENTRAL,PARK,WEST,Upper West Side,40.79289999,-73.9636374,994318.6016,228153.8728
106085,107081,Zelkova serrata,Japanese zelkova,372,CENTRAL,PARK,WEST,Upper West Side,40.7926776,-73.96458193,994057.0998,228072.744
106082,107081,Gleditsia triacanthos var. inermis,honeylocust,372,CENTRAL,PARK,WEST,Upper West Side,40.7928515,-73.96499354,993943.1004,228136.0549
